Unnamed: 0,member1,member2,weight
4578,230884769,225249498,2
19377,213745765,215788182,1
21103,210337917,221161050,1
3149,216892372,203244569,2
11993,81924252,1294898,2
23480,143818932,237238187,1
15583,229310518,223419366,1
2574,204211075,203818557,3
14775,198574124,90138782,1
3323,209224665,219943617,2
16177,30179402,184251699,1
24632,28573892,191006328,1
20163,6160486,204533070,1
22492,190939281,113519702,1
15852,78315592,205993266,1
4351,204244320,161306542,2
23155,216367274,157508122,1
5500,4720318,206843171,2
6674,14387362,218437424,2
3200,216892372,134073882,2
8596,211585840,222906709,2
19824,6160486,195471085,1
1888,208569099,189900217,3
619,221184268,195799961,2
8941,3246917,205860494,2
17580,204669023,124644362,1
19483,6160486,203239640,1
10472,73895512,205330458,2
15316,101056562,195944850,1
23820,191758521,184792175,1
24599,28573892,190281150,1
20780,217907323,198006132,1
20996,96862332,192638839,1
17397,204669023,147449532,1
22098,190939281,43573462,1
3598,185173098,4169858,2
2142,152011532,75873682,2
5291,223348295,184328214,2
13640,205193250,107513022,1
24652,28573892,144256692,1
5946,145262432,157248622,2
681,207061281,227251282,2
13731,205193250,196669034,1
17042,214466652,233180406,1
15934,78315592,125421272,1
10039,195136851,159263962,2
9645,58756332,212243049,2
16068,187334729,97734162,1
22772,195657884,195603509,1
23986,191758521,111431492,1
14434,219873321,198987535,1
16497,25034832,148211832,1
17134,214466652,5947194,1
16319,211353678,224211907,1
6946,8849634,90138782,2
19280,213745765,76402872,1
14994,219250733,8328389,1
12058,73498632,109335722,1
15391,101056562,188151523,1
20946,96862332,97787512,1
3554,224461910,194923584,2
10480,73895512,111917572,2
7992,125274672,13582987,2
5121,203818557,161306542,3
927,227442993,48400472,2
21734,85557392,5216038,1
12522,234684445,200842069,1
10007,195136851,210614410,2
21906,85557392,9698215,1
4702,152077792,96827312,2
20688,88375412,13991355,1
15495,229310518,220774730,1
3216,209224665,59916552,2
20325,209944678,142141572,1
18916,209453152,190055719,1
489,84738292,7121635,2
10461,73895512,45569562,2
19863,6160486,198887324,1
13902,182648870,71233882,1
22973,117571752,223051958,1
15881,78315592,203214279,1
19414,213745765,13614935,1
19994,6160486,219589117,1
17937,195657825,137425392,1
6057,118556542,11872972,2
6352,14452729,11428300,2
8209,199789219,71854632,2
13618,205193250,14486634,1
242,85557392,161587302,2
18650,209453152,20238391,1
17444,204669023,196409372,1
20319,209944678,208813129,1
4903,211551769,219620059,2
23757,191758521,212038445,1
22102,190939281,159654132,1
468,84738292,80687142,3
23769,191758521,210561896,1
10539,1281684,44942272,2
23282,127566002,204700330,1
4437,204244320,217562544,2
9976,195136851,107307852,2
24330,28573892,205103309,1
2154,152011532,71851852,2
14989,219250733,129122472,1
20990,96862332,216962893,1
9979,195136851,184861611,2
21271,185106564,200717485,1
17579,204669023,59726852,1
239,85557392,10604590,2
5595,32671432,210818574,2
20258,6160486,216514265,1
22441,190939281,207563463,1
22681,226951319,191240701,1
19236,228655199,111622142,1
21816,85557392,14948701,1
4483,215188854,92795252,2
23097,216367274,385344,1
22956,117571752,61169722,1
11221,134451102,5985520,2
12081,73498632,127366452,1
7947,13109793,29497472,3
17203,204669023,59916552,1
8236,199789219,89861182,2
20615,88375412,200094740,1
2721,214729620,207118547,3
14603,182190122,122512432,1
11974,81924252,8386,2
16514,25034832,43573462,1
10594,183799454,5985520,2
13461,205193250,206303618,1
2701,92701572,211366231,2
5490,4720318,125274672,2
16613,25034832,9702068,1
23761,191758521,149975872,1
19533,6160486,225546676,1
10886,184389351,9358849,2
11641,38506582,635319,3
22464,190939281,227904376,1
13062,226754592,238507426,1
17535,204669023,9562847,1
7251,12585301,120171732,2
16004,187334729,11314237,1
9263,226331718,191233632,2
1972,208569099,211585840,3
16726,25034832,5985520,1
16941,229015643,234964459,1
13895,182648870,41236812,1
13037,226754592,218285349,1
20509,193986670,8014170,1
12795,13631520,6209579,1
16166,30179402,204129504,1
17214,204669023,206303618,1
17698,204669023,220770049,1
6854,225249498,194746048,2
10168,32214442,190213084,2
12328,183566364,34983592,1
3077,225412049,199789219,2
977,185532751,137411322,2
246,85557392,218816696,2
4760,58983922,15446041,3
20396,209944678,35399302,1
6589,91981922,81827112,2
1918,208569099,118556542,3
11694,38506582,8079808,3
9680,58756332,220297664,2
142,6160486,121723022,2
15792,78315592,221789220,1
10836,184389351,14568344,3
6718,3016909,71233882,2
10250,8228323,12437829,2
15215,210436146,125459442,1
10198,32214442,12140530,2
5824,13993792,204412550,2
10785,184389351,211998902,2
9481,193825984,8998727,2
18372,195657825,226966223,1
12718,234684445,96827312,1
5754,26576702,1939496,2
11222,134451102,53071102,2
22169,190939281,203281152,1
24571,28573892,44903772,1
3470,208176128,191512916,2
18283,195657825,189716705,1
13000,226754592,229637176,1
16371,34340942,10637650,1
2085,152011532,208987635,2
20640,88375412,189100202,1
23279,127566002,199043223,1
19238,213745765,11863051,1
19427,213745765,224072583,1
9607,11832553,8731661,2
24319,28573892,194013316,1
9949,199298359,221191725,2
7399,5900662,190664107,3
1839,208569099,4940157,2
19203,228655199,13815593,1
18299,195657825,186706259,1
1120,7602583,9205,2
21582,85557392,194814739,1
16240,30179402,141055762,1
2611,204211075,123279812,2
15292,101056562,222537028,1
23708,191758521,212054650,1
18609,195657825,203730789,1
10470,73895512,10647283,2
23982,191758521,140330762,1
24400,28573892,211057221,1
10252,8228323,173042152,2
11212,134451102,206682579,2
18557,195657825,217714304,1
11698,38506582,190761456,2
16574,25034832,130988532,1
11500,172429262,4353024,2
3021,225412049,57169392,2
19389,213745765,212903642,1
593,21627131,182621850,2
624,221184268,185302342,2
21935,85557392,208841814,1
23449,143818932,93500692,1
1278,64455192,5173635,2
16691,25034832,81970252,1
11072,191106824,187010992,2
14227,115965992,205991471,1
10045,195136851,12307860,2
1259,214761951,13812470,2
9050,203361151,200043768,2
4159,190055719,12925101,2
7966,13109793,12241875,3
6543,48400472,150902602,2
23916,191758521,115244542,1
11900,53121132,135113782,5
11791,53121132,127214502,4
12922,226754592,149568122,1
13994,182648870,22834091,1
3959,195757297,220297664,2
12852,226754592,207360195,1
22301,190939281,9475768,1
3928,195757297,13702065,2
9470,13667508,208352792,2
12760,200114206,31384062,1
636,207061281,217464856,3
19687,6160486,208012431,1
4498,215188854,185406944,2
9573,11832553,184547023,2
411,190939281,187572521,2
20838,96862332,98818162,1
14269,115965992,190879538,1
798,207061281,150289852,2
15962,78315592,196822887,1
15477,229310518,218552556,1
8229,199789219,222153711,2
15425,101056562,191938443,1
11486,172429262,182626228,2
9878,184028419,182626228,2
19972,6160486,190876069,1
14484,182190122,201314326,1
23174,216367274,212177519,1
24170,189857979,134794692,1
3740,208012431,206481851,2
24854,230457540,197137323,1
18243,195657825,95610902,1
13036,226754592,230552867,1
21433,185106564,207680421,1
17847,195657825,202141701,1
6181,76842942,17769001,3
14435,219873321,29906712,1
13077,226754592,227032530,1
3733,208012431,210940041,2
14636,182190122,219288875,1
3868,212403372,236224138,2
20464,193986670,9540693,1
10389,73895512,208430646,4
23816,191758521,9340001,1
5087,203818557,211596798,2
15173,210436146,183015093,1
22555,190939281,9043499,1
14414,219873321,3299984,1
9969,195136851,204906987,2
11039,191106824,17177591,2
18376,195657825,208517859,1
15634,21561411,135164192,1
20898,96862332,184359365,1
23288,127566002,13008060,1
5073,203818557,121431352,2
4186,190055719,182574366,3
7286,93751662,212683284,2
15355,101056562,224031272,1
23516,223051958,29532352,1
10950,200052480,182577741,2
24465,28573892,182825842,1
87,6160486,170209812,4
24368,28573892,185835944,1
4228,10716469,203794696,2
17185,204669023,210903142,1
1190,146112942,34633322,2
24294,28573892,62795822,1
2053,208569099,129003472,4
8480,211585840,4169858,3
12872,226754592,224801084,1
24988,230457540,162371332,1
2237,132809532,170786152,2
12819,13631520,128461512,1
2213,132809532,217309361,2
12247,216072216,225611321,1
4514,215188854,153401662,2
10697,184389351,204239424,2
11625,235049034,201161632,2
2745,214729620,195806604,2
5315,188810831,63392582,2
4960,211551769,211585840,3
14889,198574124,236574341,1
12667,234684445,11804293,1
19299,213745765,215840029,1
22542,190939281,225287641,1
23089,216367274,208011554,1
14359,219873321,9005384,1
10985,191106824,102323422,2
16112,187334729,223738717,1
23933,191758521,209432118,1
24958,230457540,221191725,1
3414,209224665,191233632,3
24734,230457540,21563471,1
15002,219250733,22199791,1
18500,195657825,13962628,1
12076,73498632,238077203,1
11869,53121132,199801302,2
17522,204669023,206621333,1
19085,228655199,20531501,1
19064,228655199,106513552,1
21769,85557392,205330458,1
329,85557392,190675248,2
21589,85557392,206328636,1
15167,210436146,11024026,1
19179,228655199,158069392,1
17170,204669023,207654954,1
14487,182190122,195158087,1
10664,14225093,184999379,2
7505,5900662,14948621,2
4179,190055719,81247262,3
10993,191106824,208430481,2
15765,16384071,233001342,1
16923,229015643,201659749,1
11963,227348607,236877468,2
13998,182648870,112995262,1
18201,195657825,230479665,1
10904,184389351,43237102,3
12190,216072216,216357048,1
3693,215876742,81247262,2
14928,198574124,13249301,1
6058,118556542,217160398,2
8926,3246917,64429432,2
5166,203818557,85547452,4
9751,194219253,152606552,2
6687,201853103,62051382,2
17834,7864416,142336972,1
19275,213745765,221314205,1
10097,211029382,2606806,2
13291,217350178,226128410,1
20775,217907323,195145042,1
7779,7768516,177418312,2
20736,217907323,185941640,1
10201,228625838,220768796,2
16202,30179402,111917572,1
23106,216367274,204878170,1
20698,88375412,194626544,1
12700,234684445,152606552,1
24558,28573892,206400804,1
4786,58983922,3710232,2
6197,76842942,186901717,2
18150,195657825,217118229,1
14110,115965992,3640003,1
12089,73498632,217355604,1
20327,209944678,12205207,1
12460,234684445,215849394,1
8522,211585840,162731242,3
18820,209453152,210561896,1
6003,118556542,191272189,2
22376,190939281,208840957,1
6751,3016909,184629452,2
16521,25034832,224954611,1
9364,14486634,12307860,3
21059,210337917,197913815,1
17542,204669023,208198433,1
11664,38506582,9520491,2
12585,234684445,162731242,1
16767,25034832,35235252,1
19965,6160486,214243734,1
1526,60195472,208987635,2
11119,14225169,6045513,2
21942,85557392,93428882,1
12239,216072216,4994544,1
3343,209224665,219288875,2
15590,21561411,222852128,1
11188,188747610,190557229,2
15417,101056562,228236122,1
23,182190122,3380276,2
22118,190939281,93983122,1
12401,234684445,131098662,1
17001,229015643,122666992,1
4475,215188854,15446041,2
9019,203361151,146536032,2
20133,6160486,113032392,1
19296,213745765,195435788,1
18858,209453152,124310602,1
9707,58756332,216780271,2
10040,195136851,71744742,2
7881,7834137,189449786,2
21792,85557392,184629452,1
14337,219873321,226912477,1
7823,63998462,208853225,2
5637,32671432,58756332,2
20149,6160486,194219253,1
11622,235049034,228825955,2
21207,24641662,221168980,1
18580,195657825,16019151,1
8439,10750729,158793082,2
7297,5900662,208429247,2
538,21627131,104620242,3
17455,204669023,184211580,1
17193,204669023,64016522,1
17379,204669023,104412762,1
11344,187010992,202734378,2
7656,28608902,53695782,2
2230,132809532,203244569,3
12110,73498632,225017316,1
19144,228655199,14607883,1
7965,13109793,127601602,2
12366,183566364,206448496,1
10113,32214442,177418312,2
17177,204669023,77062222,1
5867,13993792,12307860,2
15874,78315592,191112612,1
24146,189857979,231507220,1
15483,229310518,96331022,1
3269,209224665,44927672,2
16040,187334729,8736052,1
6325,76842942,10083866,2
4740,183109097,34585292,3
13667,205193250,210058571,1
22960,117571752,218125385,1
3380,209224665,191511119,3
24073,28246202,231296727,1
19274,213745765,219048088,1
8346,199396025,156626172,2
12326,183566364,200418463,1
647,207061281,217309361,2
16716,25034832,207287492,1
13647,205193250,205841638,1
13011,226754592,234929266,1
15213,210436146,163173352,1
3893,107513022,219290165,2
9891,66358532,198394510,2
23313,127566002,81827112,1
7568,5900662,186040094,3
11324,187010992,509953,2
6965,8849634,10933380,2
13120,226754592,8689400,1
11313,187010992,197727816,2
2215,132809532,207118547,2
10017,195136851,85547452,2
3676,215876742,209660386,2
5550,4720318,12098053,2
12353,183566364,217563923,1
3394,209224665,221789220,2
12797,13631520,60708922,1
453,174031072,5166997,2
22239,190939281,5985520,1
18513,195657825,228625838,1
1678,60195472,188972315,2
13934,182648870,149319212,1
23226,216367274,214729620,1
16997,229015643,126187492,1
4137,190055719,183268581,2
9487,212569310,170209812,2
5446,7964302,8273538,2
14546,182190122,198421004,1
23830,191758521,83029142,1
6488,21563471,137411322,2
5720,202311485,7658930,2
24457,28573892,207125310,1
24576,28573892,204184942,1
15065,192184367,3177159,1
23781,191758521,13702065,1
17632,204669023,196271495,1
13956,182648870,144256692,1
12935,226754592,228764362,1
7102,189401341,10055195,2
9382,14486634,136024912,2
22892,195657884,217872107,1
11526,187371529,5718360,3
6142,209455030,49353562,2
7579,73959802,198499631,2
15146,210436146,157508122,1
9411,14486634,48232882,2
11509,172429262,55029192,2
18115,195657825,237348198,1
21163,210337917,12646369,1
8502,211585840,189973217,2
16808,25034832,70403712,1
15335,101056562,221099499,1
63,195657825,120147622,2
3647,215876742,11462026,2
24440,28573892,137112332,1
5231,203818557,71744742,3
1613,60195472,120681332,4
6121,209455030,102815822,2
17723,204669023,158465932,1
686,207061281,46486792,2
15479,229310518,178090242,1
18036,195657825,19076071,1
7769,13273531,8473236,2
10857,184389351,89861182,2
17830,7864416,12637096,1
19720,6160486,184325414,1
964,185532751,166082312,2
23315,127566002,191592238,1
17938,195657825,53703152,1
19990,6160486,190081515,1
9102,127601602,191784086,2
2677,204211075,8273538,3
14617,182190122,201336011,1
2943,207487949,185870499,2
9253,226331718,218430591,2
18318,195657825,207509906,1
10593,183799454,186094747,2
4335,204244320,192542264,2
17883,195657825,211533974,1
20843,96862332,223421595,1
5423,7964302,7227770,2
24031,28246202,4816173,1
8436,10750729,14056683,2
5829,13993792,161306542,2
9649,58756332,192033663,2
16289,211353678,99391802,1
22313,190939281,62662372,1
20003,6160486,5650982,1
16763,25034832,3614107,1
24624,28573892,205233737,1
21241,185106564,201914380,1
21361,185106564,5317212,1
17685,204669023,53485222,1
16248,30179402,63392582,1
16353,34340942,11778183,1
4001,7898365,50502232,2
16465,34340942,22280151,1
15496,229310518,233000275,1
5000,179275302,173065292,2
18502,195657825,167296392,1
23047,216367274,30076012,1
5849,13993792,199789219,2
5792,26576702,204914631,2
3817,212403372,198014322,3
10092,211029382,197727816,2
20549,193986670,143753802,1
14873,198574124,25045572,1
16908,229015643,230920465,1
4451,204244320,195018326,2
18077,195657825,67736752,1
11874,53121132,9710170,2
2009,208569099,75873682,4
11759,184029284,206280668,2
2998,225412049,143696682,2
12405,234684445,70666292,1
17471,204669023,189393124,1
19097,228655199,199930215,1
11142,49647392,221830992,2
9437,14486634,209223183,2
16827,25034832,62662372,1
19420,213745765,218677101,1
13650,205193250,186045687,1
4666,8979910,227414637,2
18128,195657825,182248852,1
3213,209224665,161587302,2
19392,213745765,1164000,1
2850,214729620,204914631,2
14831,198574124,104871312,1
16043,187334729,12437829,1
24789,230457540,53703152,1
23437,143818932,5739749,1
2318,19366751,7485542,2
8532,211585840,23897412,2
1441,4686468,151015692,2
7629,141199742,158793082,2
4535,215188854,184651232,2
17538,204669023,161733362,1
15062,192184367,95747262,1
649,207061281,200487104,2
1027,226853216,182962677,2
9981,195136851,203244569,2
3979,195757297,58756332,2
8509,211585840,52175782,3
19336,213745765,185633232,1
11863,53121132,184019319,5
17652,204669023,200695272,1
17229,204669023,207274472,1
6573,48400472,221191725,4
4492,215188854,3949436,2
20924,96862332,120578592,1
17407,204669023,166082312,1
13966,182648870,12184310,1
17482,204669023,186706259,1
2596,204211075,225249498,2
11482,172429262,67315132,2
1128,7602583,197901531,2
939,227442993,133541472,2
602,21627131,102807422,2
7853,187533847,13155502,2
16368,34340942,183991607,1
17880,195657825,154488962,1
22773,195657884,195093562,1
13301,217350178,229914179,1
17684,204669023,120147622,1
11358,187010992,158793082,2
24348,28573892,183560521,1
1749,196838090,48232882,2
4736,183109097,206748135,2
22265,190939281,175908252,1
1310,182682136,212569310,2
19661,6160486,198128679,1
20297,6160486,200716232,1
20794,217907323,6246290,1
20833,96862332,88574032,1
8161,199789219,227251282,2
2855,4883361,80687142,2
23774,191758521,192033663,1
19819,6160486,49850062,1
445,191758521,59892862,2
23879,191758521,221259073,1
15581,229310518,32768992,1
1595,60195472,129003472,4
4084,190055719,207563463,2
6811,225249498,77148762,2
7723,201787805,184991548,2
16993,229015643,221667239,1
6230,76842942,76688702,2
17013,214466652,12512327,1
11417,211554226,51689852,2
17986,195657825,184906491,1
18696,209453152,10066189,1
4324,204244320,230884769,2
11458,130158522,184991548,2
3985,195757297,140103122,2
5527,4720318,222712658,2
6059,118556542,208431873,2
18618,195657825,3436418,1
22138,190939281,211006026,1
4275,210011474,11003643,2
10601,183799454,166082312,5
8544,211585840,208987635,3
11029,191106824,128117352,2
20689,88375412,9842623,1
787,207061281,3710232,2
15139,210436146,222467575,1
19947,6160486,194099532,1
7447,5900662,139457262,2
18593,195657825,214241035,1
13534,205193250,198427356,1
9829,64687362,218309967,2
12207,216072216,222925100,1
16718,25034832,45178062,1
1534,60195472,13993792,3
21123,210337917,233657062,1
2170,203457314,3380276,3
17674,204669023,230669960,1
6577,48400472,149172092,2
19939,6160486,190675248,1
4230,10716469,182577741,2
9867,184028419,190664107,2
387,85557392,119664102,2
7073,224954611,10066189,2
1217,146112942,137411322,2
1208,146112942,220297664,2
2421,76743532,187353081,2
15414,101056562,150902602,1
3002,225412049,127214502,2
19743,6160486,186369438,1
13721,205193250,188857906,1
1647,60195472,208902421,2
22188,190939281,222729151,1
20614,88375412,201032199,1
2273,198017878,191098462,2
2690,204211075,9162674,2
24041,28246202,233926738,1
14749,198574124,42946622,1
18294,195657825,119306562,1
19539,6160486,223695298,1
7313,5900662,143696682,2
20520,193986670,209949065,1
20846,96862332,205461675,1
1108,7602583,69821152,2
4717,183109097,203240276,2
21613,85557392,185967601,1
16944,229015643,235410949,1
20655,88375412,82204922,1
23643,191758521,213901653,1
21696,85557392,202794531,1
10080,211029382,193681740,2
4614,5965232,220780659,3
21073,210337917,190455151,1
2445,76743532,199006708,3
10934,200052480,18235831,2
1777,10781436,208430646,2
16373,34340942,1966421,1
20572,193986670,228287222,1
23983,191758521,6055703,1
15226,101056562,217193511,1
18771,209453152,200790668,1
20931,96862332,151078462,1
16438,34340942,190879538,1
4340,204244320,7816806,3
21195,24641662,223379179,1
17332,204669023,107513022,1
537,21627131,184731850,2
17197,204669023,192229571,1
22378,190939281,217663750,1
20269,6160486,211844922,1
7569,5900662,208117552,2
17412,204669023,190879538,1
14704,182190122,215639863,1
3257,209224665,199887106,2
20953,96862332,213744272,1
15480,229310518,199174403,1
12304,216072216,211941374,1
4459,204244320,71851852,3
8434,10750729,53191892,2
23681,191758521,182030842,1
19400,213745765,48247552,1
1827,208569099,53121132,2
14430,219873321,78275302,1
13940,182648870,212431440,1
20739,217907323,53734552,1
17469,204669023,188401888,1
23447,143818932,199843598,1
6220,76842942,14584394,2
12883,226754592,98296172,1
9058,203361151,5766763,2
20989,96862332,206748488,1
1600,60195472,200487104,2
8779,192711483,208553095,3
17943,195657825,206291465,1
19330,213745765,182121902,1
20120,6160486,94743692,1
14051,115965992,225169631,1
24410,28573892,208468573,1
3423,222495708,225249498,2
22365,190939281,12925101,1
24101,189857979,218869837,1
11497,172429262,199981939,2
2128,152011532,211585840,2
23200,216367274,220353287,1
11510,172429262,111701512,2
11445,130158522,189507209,2
11623,235049034,220624758,2
6812,225249498,6144606,2
19241,213745765,183847951,1
14548,182190122,220480034,1
8894,3246917,53121132,2
2403,76743532,219874928,2
3624,215876742,37118292,2
4827,13141514,73895512,2
5564,4720318,13614935,2
5678,215910105,190930255,2
11069,191106824,180350812,2
23379,195231923,154821192,1
16458,34340942,196072357,1
15853,78315592,203314488,1
9179,220597234,13452195,2
8489,211585840,211271973,2
7647,141199742,218437424,2
10591,183799454,3380276,4
6360,14452729,195311342,2
9562,11832553,184251699,2
19544,6160486,202629605,1
4929,211551769,184547023,2
4095,190055719,190147610,2
11697,38506582,209660386,2
18632,195657825,225226693,1
15077,210436146,204479532,1
14866,198574124,3111451,1
12254,216072216,215791226,1
3187,216892372,38665162,2
2464,76743532,190213084,2
7828,63998462,193563349,2
2949,207487949,199006708,2
18828,209453152,189633429,1
18962,209453152,209432118,1
8362,199396025,113522242,2
6998,232524017,230684071,2
3947,195757297,186247021,2
20299,6160486,225628115,1
16867,25034832,226897907,1
15613,21561411,184642731,1
18737,209453152,208253400,1
12721,234684445,207198134,1
21025,96862332,220056540,1
6876,225249498,183056813,3
6002,118556542,162731242,2
14727,182190122,213282792,1
5433,7964302,117599352,3
20860,96862332,219867361,1
15101,210436146,12995813,1
19770,6160486,212563468,1
19,217350178,217663007,2
14273,115965992,11173720,1
8376,199396025,95168392,2
12149,182943766,108297612,1
4795,58983922,57169392,2
22674,226951319,218877394,1
1482,4686468,14368154,3
19421,213745765,203600757,1
22885,195657884,196838090,1
23488,143818932,190213084,1
17492,204669023,201787805,1
6250,76842942,15446041,4
22379,190939281,222124298,1
11403,211554226,2606806,2
22134,190939281,41808432,1
1610,60195472,77148762,3
12104,73498632,209759658,1
21839,85557392,207034817,1
4205,10716469,6770985,2
16484,25034832,13547579,1
11988,81924252,11428300,3
6570,48400472,221838783,3
7398,5900662,12307860,3
21535,85557392,70607262,1
18487,195657825,49724752,1
20545,193986670,225277484,1
9954,58264912,191220068,2
21842,85557392,196348356,1
17639,204669023,203836837,1
23015,117571752,193315245,1
4290,204244320,7643395,2
12414,234684445,204427351,1
15020,221511725,221073007,1
23359,127566002,201206749,1
19229,228655199,230694847,1
11609,235049034,122525022,2
926,227442993,187254868,2
13313,217350178,238733972,1
8586,211585840,188147962,2
16198,30179402,13039076,1
9583,11832553,121723022,2
18606,195657825,203468630,1
22747,226951319,225644457,1
20038,6160486,14940941,1
18288,195657825,14051566,1
8129,183011955,182705998,2
12266,216072216,28278482,1
653,207061281,201085242,3
14134,115965992,7809916,1
3013,225412049,138867992,4
12844,226754592,203788382,1
4687,152077792,120681332,2
12165,182943766,9167857,1
10897,184389351,8273538,3
9594,11832553,217856665,2
17394,204669023,182982296,1
22864,195657884,126309962,1
22767,195657884,94914602,1
24443,28573892,184083231,1
9836,184028419,22624461,2
12354,183566364,184714020,1
22721,226951319,38019802,1
4651,9831878,188671296,2
19767,6160486,210802177,1
6459,21563471,186674670,2
1985,208569099,8731661,4
21963,85557392,76688702,1
6185,76842942,1164000,2
10275,234032624,69351852,2
15663,21561411,190761456,1
16942,229015643,232137196,1
18784,209453152,223312572,1
2508,76743532,233590417,2
21534,85557392,197628314,1
23668,191758521,8079808,1
18336,195657825,220768796,1
12108,73498632,192826336,1
17814,7864416,36193132,1
22891,195657884,148026092,1
1941,208569099,5900662,4
22631,226951319,183686325,1
20246,6160486,85925512,1
24111,189857979,4169858,1
5616,32671432,41855402,2
20316,209944678,204419131,1
15849,78315592,219288875,1
6119,209455030,208949319,2
8207,199789219,199006708,2
2233,132809532,212569310,2
22482,190939281,198188049,1
23209,216367274,71851852,1
913,227442993,227414637,2
5444,7964302,216018514,3
8279,44927672,195301990,2
15776,16384071,119612112,1
24392,28573892,12395031,1
23072,216367274,189560011,1
14929,198574124,10813219,1
21777,85557392,141490252,1
20806,217907323,45107182,1
4773,58983922,128117352,2
4161,190055719,188348741,2
22003,85557392,204439081,1
10003,195136851,152606552,2
24008,191758521,188297146,1
15698,21561411,57480902,1
9054,203361151,200695272,2
3671,215876742,25565622,2
17351,204669023,153056622,1
1920,208569099,161306542,2
5773,26576702,202882025,2
20307,6160486,146096122,1
9869,184028419,126066112,2
823,207061281,186040094,2
1652,60195472,193681740,2
9129,127601602,61225682,2
5577,32671432,635319,2
19114,228655199,144590252,1
4125,190055719,52089502,2
13269,217350178,12977589,1
7408,5900662,194883200,2
2344,76743532,14307382,2
12482,234684445,102863442,1
4331,204244320,208987635,2
15541,229310518,160338602,1
5167,203818557,123279812,2
19454,6160486,189845541,1
1389,4686468,203244569,3
945,185532751,81924252,2
19888,6160486,94914602,1
14085,115965992,5554700,1
13975,182648870,213203760,1
19959,6160486,90503562,1
16752,25034832,221259073,1
13525,205193250,214936249,1
16884,229015643,221423715,1
8884,192711483,188661696,2
16980,229015643,150902602,1
17020,214466652,211923065,1
12413,234684445,195481687,1
19289,213745765,197731563,1
20483,193986670,34297032,1
2390,76743532,189900217,5
21947,85557392,203295931,1
19882,6160486,183937030,1
14901,198574124,4720318,1
16519,25034832,33155302,1
10958,200052480,65072762,2
24005,191758521,214323124,1
2670,204211075,209223183,2
6670,14387362,7534345,2
18027,195657825,221537217,1
14871,198574124,97119802,1
6620,14387362,214753628,2
2886,4883361,48400472,2
10286,220564993,92795252,3
13355,217350178,13741927,1
1221,146112942,226437965,2
18050,195657825,62051382,1
10157,32214442,220289486,2
1791,208175881,191512916,2
3993,195757297,221830992,2
320,85557392,70666292,2
3207,216892372,211844922,2
8536,211585840,5010820,2
6154,209455030,190930255,2
20322,209944678,219201662,1
23640,191758521,185532751,1
24777,230457540,230009211,1
17411,204669023,125654832,1
2054,208569099,129810402,2
19587,6160486,74830542,1
20282,6160486,192638839,1
19482,6160486,191889613,1
15512,229310518,186005970,1
15238,101056562,92158032,1
1324,134971982,1952821,2
10949,200052480,13220077,2
13813,205193250,188530638,1
10281,220564993,186959919,2
13229,217350178,41124132,1
22225,190939281,205677713,1
12560,234684445,63282212,1
2638,204211075,202882025,2
21262,185106564,169470092,1
11774,53121132,183345433,2
16963,229015643,238733972,1
13100,226754592,27465332,1
16450,34340942,175300482,1
9413,14486634,123279812,2
3276,209224665,192031693,4
14571,182190122,48247552,1
19504,6160486,211808563,1
18301,195657825,217348439,1
6256,76842942,201085242,2
13186,217350178,41016402,1
12090,73498632,205202788,1
8265,199789219,186040094,2
23258,127566002,189845541,1
19146,228655199,59475472,1
4108,190055719,14225093,2
9460,13667508,199290936,2
9490,212569310,13812470,2
9212,203131913,213473925,2
21337,185106564,200677897,1
15506,229310518,93820322,1
4432,204244320,197737828,2
23156,216367274,391708,1
12295,216072216,217752488,1
10382,73895512,222225352,2
98,6160486,215241555,2
15401,101056562,217506572,1
5169,203818557,110078452,2
8091,159418982,106513552,2
22503,190939281,83029142,1
9567,11832553,57169392,2
24201,189857979,201081470,1
19538,6160486,214688193,1
10838,184389351,100367272,2
21645,85557392,34817302,1
5862,13993792,11832553,2
9232,226331718,199925777,2
9385,14486634,162731242,2
7393,5900662,206204226,2
11187,188747610,100367272,2
18948,209453152,11107841,1
20584,193986670,13744952,1
13867,182648870,3955905,1
15502,229310518,120856972,1
10833,184389351,204843833,3
22281,190939281,215057946,1
13741,205193250,189507209,1
1559,60195472,211585840,3
17654,204669023,208625151,1
14883,198574124,50010732,1
15163,210436146,232100489,1
11391,211554226,127214502,2
10267,8228323,198393616,2
793,207061281,212901249,3
1456,4686468,182621850,2
10610,183799454,22510261,2
10699,184389351,1164000,2
571,21627131,186901717,2
18479,195657825,228125989,1
24849,230457540,216955806,1
9199,220597234,32159462,3
12584,234684445,182314202,1
11739,38506582,221437801,2
20623,88375412,13720633,1
9278,3214423,204153227,2
14201,115965992,210040203,1
3088,225412049,199981939,3
11415,211554226,193681740,3
7898,13109793,135164192,2
5814,13993792,81827112,3
6820,225249498,153674632,2
5596,32671432,208352792,2
471,84738292,12402863,2
2075,152011532,47572122,2
14215,115965992,203378150,1
8163,199789219,102323422,2
444,191758521,98198412,2
19977,6160486,215849394,1
17301,204669023,209224665,1
12054,73498632,183766136,1
17531,204669023,186137286,1
13407,205193250,195657825,1
6693,5212354,226900406,2
15580,229310518,83770322,1
13612,205193250,201819202,1
302,85557392,184547023,2
12648,234684445,80711212,1
23482,143818932,81080762,1
20116,6160486,195972209,1
21647,85557392,10528028,1
6783,3016909,120761882,2
18652,209453152,215619639,1
