Unnamed: 0,member1,member2,weight
19540,6160486,3264966,1
3972,195757297,226437965,2
8296,44927672,29497472,2
6238,76842942,134073882,2
23236,216367274,195371955,1
13467,205193250,190509470,1
14671,182190122,76695072,1
6479,21563471,5838751,2
22702,226951319,13196931,1
21864,85557392,189770400,1
20224,6160486,229359167,1
11727,38506582,118484462,2
3842,212403372,206748135,2
3757,208012431,114279782,2
16891,229015643,81924252,1
17417,204669023,195389281,1
16313,211353678,206481851,1
5970,145262432,180545392,2
14109,115965992,215521985,1
5833,13993792,121723022,2
16930,229015643,197340569,1
7477,5900662,158283282,2
21774,85557392,57907252,1
3434,222495708,211231637,2
7346,5900662,198035194,2
4876,59475472,137821062,2
5373,9471631,199321351,2
5147,203818557,19147021,3
13252,217350178,235902314,1
5122,203818557,182626228,3
2480,76743532,120171732,2
11321,187010992,218437424,3
10622,183799454,184991548,2
7862,7834137,175159382,2
3156,216892372,23897412,2
1870,208569099,226518103,2
21616,85557392,8111102,1
10713,184389351,198128679,2
7453,5900662,28988302,2
21722,85557392,197981907,1
19212,228655199,189613918,1
3728,161055882,207978090,2
9748,194219253,7534345,2
7159,33196332,158793082,2
19171,228655199,199842432,1
8717,195431219,213316068,2
13462,205193250,194845061,1
6999,232524017,222930389,2
3542,224461910,220768796,2
21677,85557392,132642242,1
18323,195657825,197917116,1
3811,212403372,224506741,3
19445,213745765,9205,1
22629,226951319,212403372,1
17905,195657825,230920465,1
3532,224461910,150902602,2
16881,229015643,236946522,1
15572,229310518,71482262,1
10483,73895512,217856665,3
8782,192711483,183248122,2
23785,191758521,12893113,1
1395,4686468,197780893,2
5667,215910105,199006708,2
2829,214729620,98835872,2
23374,195231923,185719859,1
3828,212403372,201881464,2
14971,219250733,185719859,1
17573,204669023,69467122,1
6874,225249498,184019319,2
24467,28573892,203361151,1
21545,85557392,184218072,1
998,216269148,203244569,2
8272,199789219,129003472,2
2815,214729620,113482852,2
5857,13993792,63282212,2
24554,28573892,53566722,1
3530,224461910,104412762,2
17050,214466652,174774552,1
19232,228655199,121615312,1
22530,190939281,134233422,1
4685,152077792,129133182,2
15772,16384071,76737192,1
14083,115965992,64725492,1
23810,191758521,154920002,1
22105,190939281,109089102,1
3267,209224665,96725562,2
11032,191106824,226212530,2
696,207061281,60802462,2
12173,216072216,229310518,1
18144,195657825,201459169,1
23403,195231923,214224356,1
11352,187010992,157248622,2
10242,8228323,7534345,2
6074,118556542,200391814,2
24963,230457540,232306222,1
13018,226754592,191186119,1
3186,216892372,100367272,2
16792,25034832,58682932,1
15748,16384071,191331106,1
18409,195657825,216955806,1
2830,214729620,217562544,2
24769,230457540,233347405,1
7910,13109793,69821152,2
9935,228396306,224506741,2
18007,195657825,232035166,1
19527,6160486,57627012,1
24860,230457540,19076071,1
796,207061281,12307860,3
6153,209455030,183248122,2
20512,193986670,122938732,1
18153,195657825,14186026,1
43,187334729,32159462,2
20284,6160486,145268622,1
1533,60195472,2606806,2
3327,209224665,202429218,2
2527,204211075,201085242,2
4278,204244320,15446041,3
24202,189857979,4686468,1
3231,209224665,221537217,2
1796,208175881,3380276,2
14981,219250733,187869037,1
2258,198017878,220768796,3
21983,85557392,3661197,1
10860,184389351,200391814,2
22623,226951319,197357689,1
10455,73895512,202978621,3
5821,13993792,42767962,2
18627,195657825,192032680,1
20878,96862332,215920985,1
19969,6160486,191424927,1
148,6160486,193681740,2
6024,118556542,182626228,2
10877,184389351,3661197,2
1169,146112942,212243049,2
8604,211585840,123279812,2
14584,182190122,166923132,1
13142,226754592,227958621,1
1629,60195472,119887392,2
1376,4686468,7979701,2
4797,58983922,209223183,2
2294,19366751,122512432,2
19683,6160486,190227588,1
13609,205193250,183489592,1
6639,14387362,211231637,2
20873,96862332,182846773,1
8187,199789219,187353081,2
3925,195757297,195654361,2
22129,190939281,220983830,1
7704,201787805,188397685,2
4658,9831878,212577516,2
23411,143818932,18700901,1
7703,201787805,183564319,2
5809,13993792,203244569,3
1017,226853216,212403372,2
22507,190939281,13667508,1
14664,182190122,192671207,1
13188,217350178,48400472,1
18081,195657825,207287492,1
101,6160486,127214502,3
24395,28573892,156441122,1
21588,85557392,189997868,1
4993,211551769,129810402,2
3649,215876742,210818574,2
6130,209455030,16503121,2
24234,189857979,192080691,1
24749,230457540,81924252,1
1878,208569099,138867992,4
4246,6620490,197928971,2
10234,8228323,194684339,2
10542,183799454,13967433,2
5580,32671432,227414637,2
4326,204244320,200750517,2
11381,187010992,40845292,2
19578,6160486,183427754,1
11398,211554226,197727816,2
567,21627131,82629722,3
10199,6458794,3380276,2
10556,183799454,200198096,2
57,195657825,230220310,2
15810,78315592,212933746,1
13406,205193250,203792480,1
15999,187334729,30936082,1
1716,149979832,170209812,2
10895,184389351,173858412,2
2803,214729620,211585840,2
6735,3016909,183727389,2
12918,226754592,213019229,1
3162,216892372,49850062,3
1171,146112942,11416204,2
3477,208176128,190055719,2
22216,190939281,9340001,1
12324,183566364,189584508,1
1296,64455192,137411322,2
15940,78315592,178636522,1
23971,191758521,62662372,1
15397,101056562,225020670,1
8440,10750729,100449852,2
11495,172429262,11872972,3
774,207061281,190213084,2
11325,187010992,102815822,2
6569,48400472,199298359,2
11292,187010992,201085242,3
4612,230884769,129810402,2
2420,76743532,207185905,3
2111,152011532,194099532,2
13703,205193250,209184203,1
11050,191106824,212901249,2
10658,14225093,211811367,2
3683,215876742,137411322,2
13538,205193250,198619899,1
14264,115965992,17045261,1
8182,199789219,141055762,2
16666,25034832,233675700,1
16712,25034832,14687401,1
18472,195657825,156626172,1
11318,187010992,7534345,2
21838,85557392,182630845,1
10621,183799454,229711570,2
20580,193986670,28445462,1
20166,6160486,194587989,1
19278,213745765,214184103,1
16422,34340942,147449532,1
23382,195231923,69568352,1
5818,13993792,222467575,2
20516,193986670,3027320,1
5772,26576702,190213084,2
12022,198737924,183097071,1
3932,195757297,188527897,2
5473,4720318,9422523,2
11146,187273009,228155593,2
16132,187334729,193286122,1
17367,204669023,200459724,1
8945,3246917,177135382,2
16307,211353678,149594272,1
18166,195657825,198776418,1
15635,21561411,204675380,1
9978,195136851,9524129,2
20954,96862332,206341778,1
5853,13993792,199981939,2
5672,215910105,73151432,2
23140,216367274,202629605,1
18540,195657825,221191725,1
6650,14387362,162731242,2
3748,208012431,12202811,2
22149,190939281,216191610,1
4414,204244320,195750926,2
2279,19366751,199290936,2
3102,225412049,93428882,3
2032,208569099,194883200,2
921,227442993,211363204,2
6280,76842942,64730712,2
24100,189857979,152662092,1
19929,6160486,155801852,1
14371,219873321,225047915,1
18893,209453152,58756332,1
8133,96537212,94087322,2
4726,183109097,210941726,2
22228,190939281,219120803,1
4556,230884769,161587302,2
18608,195657825,205496163,1
1987,208569099,232311841,2
8739,195431219,190827213,2
21078,210337917,194719117,1
21630,85557392,204367008,1
12426,234684445,218816696,1
4623,12977589,222720044,2
2317,19366751,121329722,2
22512,190939281,213200089,1
14176,115965992,71218362,1
8476,211585840,208949319,3
15044,192184367,11303266,1
4067,190055719,204318533,2
2138,152011532,197737828,3
17840,7864416,218330612,1
11038,191106824,206240756,3
4555,81069462,55517692,2
12083,73498632,26301242,1
19412,213745765,211643211,1
6554,48400472,61225682,2
19371,213745765,77102702,1
3179,216892372,111917572,2
18591,195657825,158002952,1
17468,204669023,199846099,1
3805,212403372,223031732,2
11708,38506582,226437965,2
4096,190055719,5573736,2
23897,191758521,11742625,1
21938,85557392,232598647,1
18827,209453152,98198412,1
18795,209453152,137411322,1
15462,229310518,187055230,1
11252,102928292,161306542,2
11714,38506582,13917237,2
11668,38506582,9999847,2
17678,204669023,185790102,1
2984,225412049,207118547,3
8836,192711483,229694377,2
5233,203818557,218287357,2
18467,195657825,232746220,1
11363,187010992,10083866,2
7444,5900662,77148762,4
21177,24641662,1720391,1
16306,211353678,89439902,1
23068,216367274,208977088,1
14642,182190122,217865556,1
8870,192711483,185941640,2
10103,10816904,74272472,2
11540,187371529,5985520,3
17371,204669023,183109097,1
20685,88375412,11578777,1
18154,195657825,229418539,1
18863,209453152,205233254,1
18703,209453152,188348741,1
21861,85557392,196307588,1
2062,152011532,203239640,2
13888,182648870,4375859,1
23214,216367274,213440339,1
13474,205193250,197917116,1
6691,5212354,7756161,2
11645,38506582,13046282,2
8790,192711483,189900217,2
17829,7864416,192032680,1
10988,191106824,206542079,2
3917,195757297,191512916,2
15078,210436146,190557229,1
12494,234684445,204237509,1
16414,34340942,198284929,1
22856,195657884,118906402,1
16380,34340942,35708292,1
21430,185106564,44193692,1
21014,96862332,181639082,1
19194,228655199,6595301,1
13160,226754592,221833162,1
2767,214729620,59013012,2
15135,210436146,35949012,1
17738,7864416,129725972,1
4531,215188854,212569310,3
4872,59475472,182110862,2
15797,78315592,24446012,1
23334,127566002,208779111,1
20944,96862332,201916013,1
24276,189857979,192852943,1
2632,204211075,202734378,2
22373,190939281,14051566,1
6923,225249498,209223183,3
11755,184029284,213226825,2
12360,183566364,33721682,1
804,207061281,213237301,3
15831,78315592,207762638,1
23336,127566002,12408691,1
3948,195757297,198309808,2
23958,191758521,9422523,1
23752,191758521,213568281,1
12331,183566364,5861048,1
4537,215188854,220564993,2
7639,141199742,7816806,2
5261,203818557,204439081,2
8003,125274672,146040842,2
6453,21563471,210561896,2
14820,198574124,231985495,1
4024,137430292,90138782,2
14833,198574124,8737191,1
10394,73895512,101312342,2
5549,4720318,206682579,3
21536,85557392,208892319,1
19568,6160486,221553263,1
5620,32671432,150907332,2
11334,187010992,206481851,2
15285,101056562,70532382,1
23148,216367274,195803647,1
10548,183799454,207274472,2
24409,28573892,161116762,1
23737,191758521,9745115,1
335,85557392,183056813,2
9565,11832553,60802462,2
14838,198574124,205470141,1
16348,34340942,189528179,1
20383,209944678,218625584,1
4154,190055719,198309808,2
18221,195657825,208009095,1
2543,204211075,153674632,3
23414,143818932,97007742,1
24687,28573892,203468630,1
10298,220564993,210685091,2
16883,229015643,237149280,1
13057,226754592,183645592,1
10500,73895512,158793082,3
14569,182190122,101518072,1
5481,4720318,67791172,2
11968,81924252,195649609,2
1585,60195472,73895512,2
21731,85557392,219727625,1
21577,85557392,1164000,1
18285,195657825,13220077,1
1798,208175881,186373336,2
9219,30936082,221553263,2
18704,209453152,198117708,1
504,84738292,54865042,2
17318,204669023,194352251,1
8011,125274672,8473236,2
3592,208077920,128117352,2
16026,187334729,72768702,1
5783,26576702,221191725,2
68,6160486,3805227,2
795,207061281,75873682,3
5202,203818557,199981939,4
8628,211585840,185314082,2
20759,217907323,14056683,1
19147,228655199,57803282,1
5170,203818557,199006708,3
11845,53121132,509953,3
23673,191758521,191977947,1
19185,228655199,13533889,1
24383,28573892,195893742,1
20482,193986670,222180532,1
9509,212569310,192899035,2
22416,190939281,214419992,1
13846,182648870,227316838,1
23823,191758521,72379512,1
18849,209453152,190147610,1
2000,208569099,185785631,2
9534,212569310,205860494,2
21515,85557392,147071232,1
22088,190939281,81924252,1
16143,30179402,208949319,1
5413,7964302,192235411,2
112,6160486,72177052,2
24778,230457540,69179782,1
19101,228655199,194629997,1
22794,195657884,167020772,1
19184,228655199,224808631,1
9535,212569310,216673978,2
4709,183109097,211533974,2
2724,214729620,208425479,2
5138,203818557,121723022,3
8898,3246917,188147962,2
1044,226853216,192032680,2
7113,1378581,9628973,2
664,207061281,213152508,2
24681,28573892,198205248,1
9098,127601602,111592472,2
345,85557392,217856665,2
19061,228655199,48947332,1
17658,204669023,200904231,1
21553,85557392,187904554,1
15774,16384071,206481851,1
9743,194219253,208430646,2
23884,191758521,215952752,1
1267,214761951,118906402,2
11048,191106824,170786152,2
1433,4686468,134073882,2
21746,85557392,197424987,1
22580,190939281,202919711,1
10903,184389351,13606604,4
9118,127601602,8116079,2
23335,127566002,3699568,1
763,207061281,226212530,2
14127,115965992,7490388,1
18811,209453152,11221820,1
16046,187334729,200470862,1
14950,198574124,11835275,1
15856,78315592,215738689,1
21452,185106564,193698787,1
9950,199298359,133541472,2
10205,213028297,11778333,2
792,207061281,158793082,3
22641,226951319,221184268,1
8754,192711483,208429247,2
17741,7864416,217769008,1
10160,32214442,226212530,2
24716,28573892,223418347,1
22195,190939281,229188569,1
10952,200052480,34585292,2
16466,34340942,12646369,1
23717,191758521,200790668,1
18901,209453152,46486792,1
7926,13109793,183268581,3
21064,210337917,197725490,1
21870,85557392,189577911,1
17646,204669023,100343252,1
16128,187334729,198190019,1
6677,14387362,180545392,2
7582,141199742,194078775,2
13250,217350178,182580581,1
4544,67798422,207641843,2
16061,187334729,8228323,1
22192,190939281,207586256,1
14790,198574124,189502691,1
6982,232524017,199925777,2
14596,182190122,205708300,1
11392,211554226,184861611,2
23925,191758521,208188965,1
3545,224461910,182577741,2
22334,190939281,238696387,1
18631,195657825,230969285,1
2892,4883361,13109793,3
4938,211551769,225249498,2
3040,225412049,182626228,2
6993,232524017,77649082,2
14133,115965992,182528891,1
12726,234684445,222402513,1
18996,209453152,9455335,1
21829,85557392,185932189,1
21666,85557392,220644780,1
7066,224954611,149975872,4
10981,191106824,9524129,2
15660,21561411,185548235,1
21032,96862332,208097256,1
1321,209551949,187572521,2
20420,209944678,143696682,1
7766,13273531,71424452,2
20287,6160486,193728410,1
1703,60195472,71851852,4
23369,195231923,14275103,1
9726,194219253,207118547,2
15692,21561411,208376463,1
12202,216072216,96331022,1
7633,141199742,217562544,2
24147,189857979,23661851,1
9783,194219253,98835872,3
21188,24641662,6229160,1
18236,195657825,205809645,1
11419,211554226,206481851,2
21200,24641662,14247202,1
17928,195657825,219619747,1
15895,78315592,178667012,1
11472,172429262,217309361,2
16200,30179402,110078452,1
15553,229310518,223044356,1
5234,203818557,188972315,3
1080,50233702,6468907,2
17828,7864416,231176103,1
13032,226754592,196076811,1
10231,8228323,138867992,2
8483,211585840,208429247,5
1001,216269148,54154652,2
18832,209453152,13702065,1
3674,215876742,71424452,2
6575,48400472,183799454,2
11632,38506582,218054797,2
21092,210337917,55517692,1
15436,101056562,221537217,1
23035,216367274,215017510,1
1558,60195472,185314082,2
4271,210011474,10743245,2
18800,209453152,209216260,1
7565,5900662,170270452,2
12504,234684445,194427633,1
11473,172429262,208429247,2
9732,194219253,226518103,2
16520,25034832,14051566,1
4538,215188854,217751064,4
19895,6160486,55920722,1
7387,5900662,190557229,2
15952,78315592,184357684,1
17080,214466652,210049567,1
10444,73895512,2896514,2
10093,211029382,136871542,2
5457,4720318,8386,2
1573,60195472,11832553,2
18906,209453152,161041682,1
